id,block,trial,gesture,manipulation,direction,magnitude,time,recognized,correct
2,11,1,12,2,1,1,4669,12,true
2,11,2,12,2,1,1,5100,12,true
2,11,3,12,2,1,1,4219,12,true
2,11,4,12,2,1,1,4747,12,true
2,11,5,12,2,1,1,4824,12,true
2,11,6,12,2,1,1,3424,12,true
20,0,0,1,0,0,0,4352,1,true
20,0,1,1,0,0,0,3821,1,true
20,0,2,1,0,0,0,2846,1,true
20,0,3,1,0,0,0,3326,1,true
20,0,4,1,0,0,0,3109,1,true
20,0,5,1,0,0,0,2858,1,true
20,0,6,1,0,0,0,5053,1,true
20,1,0,7,1,1,0,3532,7,true
20,1,1,7,1,1,0,2320,7,true
20,1,2,7,1,1,0,2750,7,true
20,1,3,7,1,1,0,1970,7,true
20,1,4,7,1,1,0,2137,7,true
20,1,5,7,1,1,0,2279,7,true
20,1,6,7,1,1,0,18,7,true
20,2,0,3,0,1,0,6014,0,false
20,2,1,3,0,1,0,3146,3,true
20,2,2,3,0,1,0,3311,3,true
20,2,3,3,0,1,0,3395,3,true
20,2,4,3,0,1,0,6033,0,false
20,2,5,3,0,1,0,2766,3,true
20,2,6,3,0,1,0,2690,3,true
20,3,0,8,1,1,1,3083,8,true
20,3,1,8,1,1,1,3892,8,true
20,3,2,8,1,1,1,3278,8,true
20,3,3,8,1,1,1,3542,8,true
20,3,4,8,1,1,1,3079,8,true
20,3,5,8,1,1,1,3474,8,true
20,3,6,8,1,1,1,1874,8,true
20,4,0,5,1,0,0,1816,5,true
20,4,1,5,1,0,0,1993,5,true
20,4,2,5,1,0,0,1904,5,true
20,4,3,5,1,0,0,1898,5,true
20,4,4,5,1,0,0,2243,5,true
20,4,5,5,1,0,0,1959,5,true
20,4,6,5,1,0,0,1977,5,true
20,5,0,11,2,1,0,2868,11,true
20,5,1,11,2,1,0,2313,11,true
20,5,2,11,2,1,0,4700,11,true
20,5,3,11,2,1,0,2368,11,true
20,5,4,11,2,1,0,4380,12,false
20,5,5,11,2,1,0,2618,11,true
20,5,6,11,2,1,0,2353,11,true
20,6,0,10,2,0,1,4883,10,true
20,6,1,10,2,0,1,4035,10,true
20,6,2,10,2,0,1,4322,10,true
20,6,3,10,2,0,1,5097,10,true
20,6,4,10,2,0,1,4010,10,true
20,6,5,10,2,0,1,4211,10,true
20,6,6,10,2,0,1,4345,10,true
20,7,0,12,2,1,1,4792,12,true
20,7,1,12,2,1,1,3591,12,true
20,7,2,12,2,1,1,4273,12,true
20,7,3,12,2,1,1,4076,12,true
20,7,4,12,2,1,1,3826,12,true
20,7,5,12,2,1,1,4332,12,true
20,7,6,12,2,1,1,4463,12,true
20,8,0,2,0,0,1,4669,2,true
20,8,1,2,0,0,1,4436,2,true
20,8,2,2,0,0,1,4070,2,true
20,8,3,2,0,0,1,4423,2,true
20,8,4,2,0,0,1,4156,2,true
20,8,5,2,0,0,1,3954,2,true
20,8,6,2,0,0,1,3819,2,true
20,9,0,4,0,1,1,4536,4,true
20,9,1,4,0,1,1,6027,0,false
20,9,2,4,0,1,1,4595,4,true
20,9,3,4,0,1,1,4603,4,true
20,9,4,4,0,1,1,4691,4,true
20,9,5,4,0,1,1,3658,4,true
20,9,6,4,0,1,1,6023,0,false
20,10,0,6,1,0,1,2475,6,true
20,10,1,6,1,0,1,3036,6,true
20,10,2,6,1,0,1,2757,6,true
20,10,3,6,1,0,1,2574,6,true
20,10,4,6,1,0,1,2549,6,true
20,10,5,6,1,0,1,2705,6,true
20,10,6,6,1,0,1,2869,6,true
20,11,0,9,2,0,0,2440,9,true
20,11,1,9,2,0,0,3341,9,true
20,11,2,9,2,0,0,2544,9,true
20,11,3,9,2,0,0,2182,9,true
20,11,4,9,2,0,0,2409,9,true
20,11,5,9,2,0,0,2719,9,true
20,11,6,9,2,0,0,2496,9,true
3,0,0,3,0,1,0,2769,3,true
3,0,1,3,0,1,0,1938,3,true
3,0,2,3,0,1,0,70,1,false
3,0,3,3,0,1,0,6023,0,false
3,0,4,3,0,1,0,1760,3,true
3,0,5,3,0,1,0,4978,1,false
3,0,6,3,0,1,0,6029,0,false
3,1,0,8,1,1,1,3268,8,true
3,1,1,8,1,1,1,3768,8,true
3,1,2,8,1,1,1,3404,8,true
3,1,3,8,1,1,1,3336,8,true
3,1,4,8,1,1,1,3964,8,true
3,1,5,8,1,1,1,3199,8,true
3,1,6,8,1,1,1,3007,8,true
3,2,0,2,0,0,1,5353,2,true
3,2,1,2,0,0,1,5750,2,true
3,2,2,2,0,0,1,3618,2,true
3,2,3,2,0,0,1,3148,2,true
3,2,4,2,0,0,1,3417,2,true
3,2,5,2,0,0,1,3615,2,true
3,2,6,2,0,0,1,3415,2,true
3,3,0,10,2,0,1,3508,10,true
3,3,1,10,2,0,1,3038,10,true
3,3,2,10,2,0,1,1811,10,true
3,3,3,10,2,0,1,2578,10,true
3,3,4,10,2,0,1,2608,10,true
3,3,5,10,2,0,1,2470,10,true
3,3,6,10,2,0,1,2476,10,true
3,4,0,6,1,0,1,2167,6,true
3,4,1,6,1,0,1,2026,6,true
3,4,2,6,1,0,1,2198,6,true
3,4,3,6,1,0,1,1430,6,true
3,4,4,6,1,0,1,2091,6,true
3,4,5,6,1,0,1,1622,6,true
3,4,6,6,1,0,1,3162,6,true
3,5,0,4,0,1,1,2390,4,true
3,5,1,4,0,1,1,2361,4,true
3,5,2,4,0,1,1,2533,4,true
3,5,3,4,0,1,1,2263,4,true
3,5,4,4,0,1,1,1893,4,true
3,5,5,4,0,1,1,2531,4,true
3,5,6,4,0,1,1,2299,4,true
3,6,0,5,1,0,0,1029,5,true
3,6,1,5,1,0,0,1037,5,true
3,6,2,5,1,0,0,1504,5,true
3,6,3,5,1,0,0,1376,5,true
3,6,4,5,1,0,0,1331,5,true
3,6,5,5,1,0,0,1260,5,true
3,6,6,5,1,0,0,1154,5,true
3,7,0,9,2,0,0,3145,11,false
3,7,1,9,2,0,0,1508,9,true
3,7,2,9,2,0,0,101,11,false
3,7,3,9,2,0,0,1768,9,true
3,7,4,9,2,0,0,1523,9,true
3,7,5,9,2,0,0,1453,9,true
3,7,6,9,2,0,0,4470,9,true
3,8,0,11,2,1,0,1795,11,true
3,8,1,11,2,1,0,1630,11,true
3,8,2,11,2,1,0,4896,11,true
3,8,3,11,2,1,0,2794,9,false
3,8,4,11,2,1,0,1459,11,true
3,8,5,11,2,1,0,1603,11,true
3,8,6,11,2,1,0,1957,11,true
3,9,0,1,0,0,0,2499,1,true
3,9,1,1,0,0,0,1774,1,true
3,9,2,1,0,0,0,1445,1,true
3,9,3,1,0,0,0,1596,1,true
3,9,4,1,0,0,0,1335,1,true
3,9,5,1,0,0,0,1220,1,true
3,9,6,1,0,0,0,1270,1,true
3,10,0,12,2,1,1,3201,12,true
3,10,1,12,2,1,1,1993,12,true
3,10,2,12,2,1,1,2417,12,true
3,10,3,12,2,1,1,2631,12,true
3,10,4,12,2,1,1,3032,12,true
3,10,5,12,2,1,1,3997,12,true
3,10,6,12,2,1,1,2858,12,true
3,11,0,7,1,1,0,1829,8,false
3,11,1,7,1,1,0,1406,7,true
3,11,2,7,1,1,0,1554,7,true
3,11,3,7,1,1,0,1523,7,true
3,11,4,7,1,1,0,1069,7,true
3,11,5,7,1,1,0,3323,5,false
3,11,6,7,1,1,0,1109,7,true
4,0,0,2,0,0,1,6003,2,true
4,0,1,2,0,0,1,5132,2,true
4,0,2,2,0,0,1,5473,2,true
4,0,3,2,0,0,1,4822,2,true
4,0,4,2,0,0,1,5617,2,true
4,0,5,2,0,0,1,6010,0,false
4,0,6,2,0,0,1,4868,2,true
4,1,0,11,2,1,0,3929,11,true
4,1,1,11,2,1,0,3337,11,true
4,1,2,11,2,1,0,3082,11,true
4,1,3,11,2,1,0,6021,0,false
4,1,4,11,2,1,0,3952,11,true
4,1,5,11,2,1,0,2774,11,true
4,1,6,11,2,1,0,3453,11,true
4,2,0,8,1,1,1,3507,8,true
4,2,1,8,1,1,1,2493,8,true
4,2,2,8,1,1,1,2740,8,true
4,2,3,8,1,1,1,2890,8,true
4,2,4,8,1,1,1,3315,8,true
4,2,5,8,1,1,1,2839,8,true
4,2,6,8,1,1,1,3120,8,true
4,3,0,7,1,1,0,6035,0,false
4,3,1,7,1,1,0,2950,7,true
4,3,2,7,1,1,0,2443,7,true
4,3,3,7,1,1,0,2249,7,true
4,3,4,7,1,1,0,2104,7,true
4,3,5,7,1,1,0,2171,7,true
4,3,6,7,1,1,0,3431,7,true
4,4,0,6,1,0,1,2736,6,true
4,4,1,6,1,0,1,2176,6,true
4,4,2,6,1,0,1,2620,6,true
4,4,3,6,1,0,1,2889,6,true
4,4,4,6,1,0,1,3347,6,true
4,4,5,6,1,0,1,2408,6,true
4,4,6,6,1,0,1,2278,6,true
4,5,0,1,0,0,0,2781,1,true
4,5,1,1,0,0,0,2370,1,true
4,5,2,1,0,0,0,2679,1,true
4,5,3,1,0,0,0,2279,1,true
4,5,4,1,0,0,0,2567,1,true
4,5,5,1,0,0,0,3620,1,true
4,5,6,1,0,0,0,3763,1,true
4,6,0,4,0,1,1,3650,4,true
4,6,1,4,0,1,1,3807,4,true
4,6,2,4,0,1,1,4497,4,true
4,6,3,4,0,1,1,5447,4,true
4,6,4,4,0,1,1,4461,4,true
4,6,5,4,0,1,1,3934,4,true
4,6,6,4,0,1,1,5560,4,true
4,7,0,9,2,0,0,4035,9,true
4,7,1,9,2,0,0,2331,9,true
4,7,2,9,2,0,0,2331,9,true
4,7,3,9,2,0,0,2218,9,true
4,7,4,9,2,0,0,2742,9,true
4,7,5,9,2,0,0,2153,9,true
4,7,6,9,2,0,0,2205,9,true
4,8,0,3,0,1,0,1790,3,true
4,8,1,3,0,1,0,1434,3,true
4,8,2,3,0,1,0,1392,3,true
4,8,3,3,0,1,0,1700,3,true
4,8,4,3,0,1,0,2564,3,true
4,8,5,3,0,1,0,1552,3,true
4,8,6,3,0,1,0,6007,0,false
4,9,0,5,1,0,0,2052,5,true
4,9,1,5,1,0,0,1659,5,true
4,9,2,5,1,0,0,2073,5,true
4,9,3,5,1,0,0,2394,5,true
4,9,4,5,1,0,0,2074,5,true
4,9,5,5,1,0,0,1802,5,true
4,9,6,5,1,0,0,2256,5,true
4,10,0,10,2,0,1,3738,10,true
4,10,1,10,2,0,1,3571,10,true
4,10,2,10,2,0,1,3495,10,true
4,10,3,10,2,0,1,3530,10,true
4,10,4,10,2,0,1,3119,10,true
4,10,5,10,2,0,1,3396,10,true
4,10,6,10,2,0,1,2848,10,true
4,11,0,12,2,1,1,3050,12,true
4,11,1,12,2,1,1,3970,12,true
4,11,2,12,2,1,1,3127,12,true
4,11,3,12,2,1,1,3291,12,true
4,11,4,12,2,1,1,2712,12,true
4,11,5,12,2,1,1,3665,12,true
4,11,6,12,2,1,1,3221,12,true
5,0,0,12,2,1,1,4401,12,true
5,0,1,12,2,1,1,5239,12,true
5,0,2,12,2,1,1,3544,12,true
5,0,3,12,2,1,1,3137,12,true
5,0,4,12,2,1,1,3251,12,true
5,0,5,12,2,1,1,4088,12,true
5,0,6,12,2,1,1,3427,12,true
5,1,0,10,2,0,1,6034,0,false
5,1,1,10,2,0,1,6033,0,false
5,1,2,10,2,0,1,3072,10,true
5,1,3,10,2,0,1,6035,0,false
5,1,4,10,2,0,1,4257,10,true
5,1,5,10,2,0,1,3882,10,true
5,1,6,10,2,0,1,3144,10,true
5,2,0,11,2,1,0,2530,11,true
5,2,1,11,2,1,0,2778,11,true
5,2,2,11,2,1,0,2514,11,true
5,2,3,11,2,1,0,2032,11,true
5,2,4,11,2,1,0,2158,11,true
5,2,5,11,2,1,0,2103,11,true
5,2,6,11,2,1,0,2010,11,true
5,3,0,6,1,0,1,2914,6,true
5,3,1,6,1,0,1,2756,6,true
5,3,2,6,1,0,1,2781,6,true
5,3,3,6,1,0,1,2156,6,true
5,3,4,6,1,0,1,3342,6,true
5,3,5,6,1,0,1,2656,6,true
5,3,6,6,1,0,1,3177,6,true
5,4,0,3,0,1,0,6031,0,false
5,4,1,3,0,1,0,2517,3,true
5,4,2,3,0,1,0,3212,4,false
5,4,3,3,0,1,0,2532,3,true
5,4,4,3,0,1,0,2555,3,true
5,4,5,3,0,1,0,2908,3,true
5,4,6,3,0,1,0,2536,3,true
5,5,0,2,0,0,1,4753,2,true
5,5,1,2,0,0,1,3931,2,true
5,5,2,2,0,0,1,3976,2,true
5,5,3,2,0,0,1,2676,2,true
5,5,4,2,0,0,1,4513,2,true
5,5,5,2,0,0,1,3041,2,true
5,5,6,2,0,0,1,6033,0,false
5,6,0,4,0,1,1,3137,4,true
5,6,1,4,0,1,1,3724,4,true
5,6,2,4,0,1,1,2917,4,true
5,6,3,4,0,1,1,3467,4,true
5,6,4,4,0,1,1,3179,4,true
5,6,5,4,0,1,1,3351,4,true
5,6,6,4,0,1,1,6031,0,false
5,7,0,9,2,0,0,1855,9,true
5,7,1,9,2,0,0,1751,9,true
5,7,2,9,2,0,0,1585,9,true
5,7,3,9,2,0,0,2020,9,true
5,7,4,9,2,0,0,1597,9,true
5,7,5,9,2,0,0,1718,9,true
5,7,6,9,2,0,0,1391,9,true
5,8,0,8,1,1,1,2580,8,true
5,8,1,8,1,1,1,2818,8,true
5,8,2,8,1,1,1,2200,8,true
5,8,3,8,1,1,1,2362,8,true
5,8,4,8,1,1,1,2343,8,true
5,8,5,8,1,1,1,2534,8,true
5,8,6,8,1,1,1,1900,8,true
5,9,0,1,0,0,0,2378,1,true
5,9,1,1,0,0,0,4668,2,false
5,9,2,1,0,0,0,3323,1,true
5,9,3,1,0,0,0,1496,1,true
5,9,4,1,0,0,0,6038,0,false
5,9,5,1,0,0,0,6031,0,false
5,9,6,1,0,0,0,1754,1,true
5,10,0,5,1,0,0,1627,5,true
5,10,1,5,1,0,0,1361,5,true
5,10,2,5,1,0,0,1575,5,true
5,10,3,5,1,0,0,1561,5,true
5,10,4,5,1,0,0,1285,5,true
5,10,5,5,1,0,0,1428,5,true
5,10,6,5,1,0,0,1423,5,true
5,11,0,7,1,1,0,1944,7,true
5,11,1,7,1,1,0,1492,7,true
5,11,2,7,1,1,0,2742,8,false
5,11,3,7,1,1,0,2877,8,false
5,11,4,7,1,1,0,2884,8,false
5,11,5,7,1,1,0,1603,7,true
5,11,6,7,1,1,0,1711,7,true
6,0,0,7,1,1,0,3064,7,true
6,0,1,7,1,1,0,2527,7,true
6,0,2,7,1,1,0,6025,0,false
6,0,3,7,1,1,0,2814,7,true
6,0,4,7,1,1,0,3269,7,true
6,0,5,7,1,1,0,2919,7,true
6,0,6,7,1,1,0,2542,7,true
6,1,0,8,1,1,1,4095,8,true
6,1,1,8,1,1,1,4433,8,true
6,1,2,8,1,1,1,3831,8,true
6,1,3,8,1,1,1,4149,8,true
6,1,4,8,1,1,1,3487,8,true
6,1,5,8,1,1,1,3796,8,true
6,1,6,8,1,1,1,3689,8,true
6,2,0,10,2,0,1,3943,10,true
6,2,1,10,2,0,1,3601,10,true
6,2,2,10,2,0,1,6043,0,false
6,2,3,10,2,0,1,6043,0,false
6,2,4,10,2,0,1,4659,10,true
6,2,5,10,2,0,1,4953,10,true
6,2,6,10,2,0,1,6043,0,false
6,3,0,4,0,1,1,5301,4,true
6,3,1,4,0,1,1,3150,4,true
6,3,2,4,0,1,1,4691,4,true
6,3,3,4,0,1,1,4908,4,true
6,3,4,4,0,1,1,3692,4,true
6,3,5,4,0,1,1,4371,4,true
6,3,6,4,0,1,1,4210,4,true
6,4,0,12,2,1,1,4115,12,true
6,4,1,12,2,1,1,4059,12,true
6,4,2,12,2,1,1,4497,12,true
6,4,3,12,2,1,1,4501,12,true
6,4,4,12,2,1,1,3059,12,true
6,4,5,12,2,1,1,2671,12,true
6,4,6,12,2,1,1,4080,12,true
6,5,0,1,0,0,0,2870,1,true
6,5,1,1,0,0,0,2633,1,true
6,5,2,1,0,0,0,2500,1,true
6,5,3,1,0,0,0,2346,1,true
6,5,4,1,0,0,0,2898,1,true
6,5,5,1,0,0,0,3355,1,true
6,5,6,1,0,0,0,2279,1,true
6,6,0,3,0,1,0,1986,3,true
6,6,1,3,0,1,0,2215,3,true
6,6,2,3,0,1,0,1839,3,true
6,6,3,3,0,1,0,1809,3,true
6,6,4,3,0,1,0,1715,3,true
6,6,5,3,0,1,0,2032,3,true
6,6,6,3,0,1,0,1796,3,true
6,7,0,2,0,0,1,4806,2,true
6,7,1,2,0,0,1,4018,2,true
6,7,2,2,0,0,1,4278,2,true
6,7,3,2,0,0,1,5043,2,true
6,7,4,2,0,0,1,4008,2,true
6,7,5,2,0,0,1,3281,2,true
6,7,6,2,0,0,1,4292,2,true
6,8,0,11,2,1,0,2492,11,true
6,8,1,11,2,1,0,2103,11,true
6,8,2,11,2,1,0,2053,11,true
6,8,3,11,2,1,0,2154,11,true
6,8,4,11,2,1,0,1928,11,true
6,8,5,11,2,1,0,1958,11,true
6,8,6,11,2,1,0,1492,11,true
6,9,0,5,1,0,0,1939,5,true
6,9,1,5,1,0,0,1527,5,true
6,9,2,5,1,0,0,1654,5,true
6,9,3,5,1,0,0,1706,5,true
6,9,4,5,1,0,0,1947,5,true
6,9,5,5,1,0,0,1553,5,true
6,9,6,5,1,0,0,1676,5,true
6,10,0,9,2,0,0,2328,9,true
6,10,1,9,2,0,0,1622,9,true
6,10,2,9,2,0,0,1921,9,true
6,10,3,9,2,0,0,1987,9,true
6,10,4,9,2,0,0,2369,9,true
6,10,5,9,2,0,0,2593,9,true
6,10,6,9,2,0,0,108,11,false
6,11,0,6,1,0,1,2894,6,true
6,11,1,6,1,0,1,2727,6,true
6,11,2,6,1,0,1,2608,6,true
6,11,3,6,1,0,1,2837,6,true
6,11,4,6,1,0,1,2111,6,true
6,11,5,6,1,0,1,2187,6,true
6,11,6,6,1,0,1,1715,6,true
9,0,0,8,1,1,1,3669,8,true
9,0,1,8,1,1,1,2085,8,true
9,0,2,8,1,1,1,1911,8,true
9,0,3,8,1,1,1,1718,8,true
9,0,4,8,1,1,1,1900,8,true
9,0,5,8,1,1,1,2163,8,true
9,0,6,8,1,1,1,3892,8,true
9,1,0,12,2,1,1,3544,12,true
9,1,1,12,2,1,1,3446,12,true
9,1,2,12,2,1,1,2463,12,true
9,1,3,12,2,1,1,2944,12,true
9,1,4,12,2,1,1,1369,12,true
9,1,5,12,2,1,1,3878,12,true
9,1,6,12,2,1,1,3048,12,true
9,2,0,7,1,1,0,2567,8,false
9,2,1,7,1,1,0,1652,7,true
9,2,2,7,1,1,0,1916,7,true
9,2,3,7,1,1,0,1910,7,true
9,2,4,7,1,1,0,1503,7,true
9,2,5,7,1,1,0,1794,7,true
9,2,6,7,1,1,0,1490,7,true
9,3,0,4,0,1,1,4130,4,true
9,3,1,4,0,1,1,4770,4,true
9,3,2,4,0,1,1,4295,4,true
9,3,3,4,0,1,1,3226,4,true
9,3,4,4,0,1,1,4340,4,true
9,3,5,4,0,1,1,4322,4,true
9,3,6,4,0,1,1,3912,4,true
9,4,0,6,1,0,1,2289,6,true
9,4,1,6,1,0,1,2481,6,true
9,4,2,6,1,0,1,1839,6,true
9,4,3,6,1,0,1,2894,6,true
9,4,4,6,1,0,1,2104,6,true
9,4,5,6,1,0,1,2092,6,true
9,4,6,6,1,0,1,1758,6,true
9,5,0,2,0,0,1,5467,2,true
9,5,1,2,0,0,1,4020,2,true
9,5,2,2,0,0,1,5179,2,true
9,5,3,2,0,0,1,4376,2,true
9,5,4,2,0,0,1,5152,2,true
9,5,5,2,0,0,1,4915,2,true
9,5,6,2,0,0,1,4065,2,true
9,6,0,10,2,0,1,5103,10,true
9,6,1,10,2,0,1,3420,10,true
9,6,2,10,2,0,1,3555,10,true
9,6,3,10,2,0,1,6025,0,false
9,6,4,10,2,0,1,2767,10,true
9,6,5,10,2,0,1,2984,10,true
9,6,6,10,2,0,1,2616,10,true
9,7,0,3,0,1,0,4811,4,false
9,7,1,3,0,1,0,4549,4,false
9,7,2,3,0,1,0,2069,3,true
9,7,3,3,0,1,0,6032,0,false
9,7,4,3,0,1,0,1861,3,true
9,7,5,3,0,1,0,2459,3,true
9,7,6,3,0,1,0,5127,1,false
9,8,0,5,1,0,0,2922,5,true
9,8,1,5,1,0,0,1760,5,true
9,8,2,5,1,0,0,5158,5,true
9,8,3,5,1,0,0,2001,5,true
9,8,4,5,1,0,0,1344,5,true
9,8,5,5,1,0,0,1451,5,true
9,8,6,5,1,0,0,1726,5,true
9,9,0,1,0,0,0,6025,0,false
9,9,1,1,0,0,0,1952,1,true
9,9,2,1,0,0,0,2853,1,true
9,9,3,1,0,0,0,2870,1,true
9,9,4,1,0,0,0,3472,2,false
9,9,5,1,0,0,0,6020,0,false
9,9,6,1,0,0,0,2514,1,true
9,10,0,11,2,1,0,2985,11,true
9,10,1,11,2,1,0,2098,11,true
9,10,2,11,2,1,0,1611,11,true
9,10,3,11,2,1,0,5783,9,false
9,10,4,11,2,1,0,1922,11,true
9,10,5,11,2,1,0,2021,11,true
9,10,6,11,2,1,0,6022,0,false
9,11,0,9,2,0,0,2013,9,true
9,11,1,9,2,0,0,2363,9,true
9,11,2,9,2,0,0,1587,9,true
9,11,3,9,2,0,0,1767,9,true
9,11,4,9,2,0,0,1844,9,true
9,11,5,9,2,0,0,2127,9,true
9,11,6,9,2,0,0,1468,9,true
